metadata.title,links.doi,metadata.license.id,stats.unique_downloads,stats.downloads,stats.views,topic_id,topic
A dataset of completeness of radiosonde humidity observations based on the IGRA,https://doi.org/10.5281/zenodo.1332686,CC-BY-4.0,436,570,691,4,"detection, based"
Numbers and shares of Open Access Journals from all disciplines and from the discipline Sociology using Creative Commons Licenses as listed by the Directory of Open Access Journals (2014-06-08),https://doi.org/10.5281/zenodo.10577,CC-BY-SA-4.0,435,602,250,9,"open, open access"
Red Wings Game Dataset,https://doi.org/10.5281/zenodo.2670056,CC-BY-4.0,433,688,91,6,"dataset, hubble"
GridKit: European and North-American extracts,https://doi.org/10.5281/zenodo.47317,ODbL-1.0,433,533,1672,1,"files, model files"
Jeu Open Strategist,https://doi.org/10.5281/zenodo.1409792,CC-BY-NC-4.0,432,461,2287,9,"open, open access"
Mapping Jewish Communities of the Byzantine Empire,https://doi.org/10.5281/zenodo.1116960,CC-BY-4.0,430,491,141,1,"files, model files"
#paris #Bataclan #parisattacks #porteouverte tweets,https://doi.org/10.5281/zenodo.55894,CC-BY-4.0,428,479,26,1,"files, model files"
Churn prediction (rawdata),https://doi.org/10.5281/zenodo.166035,CC-BY-4.0,428,569,415,1,"files, model files"
Ground truth recordings for validation of spike sorting algorithms,https://doi.org/10.5281/zenodo.1205233,CC-BY-4.0,428,1232,1948,1,"files, model files"
Open access database of raw ultrasonic signals acquired from malignant and benign breast lesions,https://doi.org/10.5281/zenodo.545928,CC-BY-NC-4.0,425,851,1368,7,"raw, breast"
Extract Article Numbers by Publisher from ZORA,https://doi.org/10.5281/zenodo.44819,CC0-1.0,425,432,26,1,"files, model files"
"DCASE 2018, Task 5: Monitoring of domestic activities based on multi-channel acoustics - Evaluation dataset",https://doi.org/10.5281/zenodo.1964758,CC-BY-NC-ND-4.0,425,5302,451,1,"files, model files"
Tomcat,https://doi.org/10.5281/zenodo.268471,CC-BY-4.0,424,439,59,1,"files, model files"
The landscape of open access in Africa,https://doi.org/10.5281/zenodo.1409952,CC-BY-4.0,422,467,328,9,"open, open access"
Example datasets for the Flye assembler,https://doi.org/10.5281/zenodo.1172816,CC-BY-4.0,421,541,46,1,"files, model files"
Relatórios de produção científica de docentes dos cursos de graduação em física médica do Brasil,https://doi.org/10.5281/zenodo.2533089,CC-BY-4.0,421,1137,71,1,"files, model files"
"Landslides from Space - Nuugaatsiaq: landslide-induced tsunami, Greenland (17th June 2017)",https://doi.org/10.5281/zenodo.820919,CC-BY-4.0,420,805,71,3,"landslides, 2016"
SILVA v128 and v132 dada2 formatted 18s 'train sets',https://doi.org/10.5281/zenodo.1447330,CC-BY-NC-4.0,420,525,1166,1,"files, model files"
Lymphocyte Assessment Hackathon (LYSTO),https://doi.org/10.5281/zenodo.3513571,CC-BY-4.0,419,2451,239,1,"files, model files"
Word Embeddings for the Software Engineering Domain,https://doi.org/10.5281/zenodo.1199620,CC-BY-4.0,419,844,889,1,"files, model files"
Cross-correlations and symmetries in genetic sequences,https://doi.org/10.5281/zenodo.1001805,CC-BY-4.0,417,449,83,1,"files, model files"
CD44 / CCP4 tutorial dataset,https://doi.org/10.5281/zenodo.55993,CC0-1.0,415,597,827,6,"dataset, hubble"
Training data for 'Reference based RADSeq ' tutorial (Galaxy Training Material),https://doi.org/10.5281/zenodo.1134547,CC-BY-4.0,411,833,7747,8,"training, training material"
Training material for small RNA-seq data analysis (Galaxy Training Network tutorial),https://doi.org/10.5281/zenodo.826906,CC-BY-4.0,411,2156,7899,8,"training, training material"
The SICK (Sentences Involving Compositional Knowledge) dataset for relatedness and entailment,https://doi.org/10.5281/zenodo.2787612,CC-BY-NC-SA-3.0,410,648,1718,6,"dataset, hubble"
OpenAIRE LOD Dump,https://doi.org/10.5281/zenodo.2352439,CC0-1.0,408,3037,674,1,"files, model files"
Co-crystal structures of USP5 Zf-UBD and weak binding compounds,https://doi.org/10.5281/zenodo.1313723,CC-BY-4.0,406,592,1220,1,"files, model files"
The open D1NAMO dataset: A multi-modal dataset for research on non-invasive type 1 diabetes management,https://doi.org/10.5281/zenodo.1421616,CC-BY-SA-4.0,404,852,898,6,"dataset, hubble"
globalbioticinteractions/template-dataset: More examples and mappings.,https://doi.org/10.5281/zenodo.1436853,other-open,398,445,105,6,"dataset, hubble"
#brexit tweets collected from the 5th of May to the 24th August 2016,https://doi.org/10.5281/zenodo.263584,CC-BY-4.0,395,741,774,3,"landslides, 2016"
FEED Archive,https://doi.org/10.5281/zenodo.1229320,CC-BY-4.0,394,7385,93,1,"files, model files"
Supporting data for Open government data for regulation of energy resources in India,https://doi.org/10.5281/zenodo.11353,CC-BY-4.0,393,408,129,9,"open, open access"
Upper limb movements can be decoded from the time-domain of low-frequency EEG,https://doi.org/10.5281/zenodo.834976,CC-BY-4.0,391,7514,337,11,"time, series"
Synthetically Spoken COCO,https://doi.org/10.5281/zenodo.400926,CC-BY-4.0,391,431,192,1,"files, model files"
"Landslides from Space - Hpakan Jade Mine Landslides, Myanmar (January 2016)",https://doi.org/10.5281/zenodo.820562,CC-BY-4.0,391,755,25,3,"landslides, 2016"
OpenMIC-2018,https://doi.org/10.5281/zenodo.1432913,CC-BY-4.0,390,464,1878,1,"files, model files"
People in Social Context (PISC) Dataset,https://doi.org/10.5281/zenodo.1059155,CC-BY-4.0,389,1619,756,10,"data, social"
Excel mapping tools for 2018 zoonoses data reporting,https://doi.org/10.5281/zenodo.2549663,CC-BY-4.0,385,850,526,1,"files, model files"
HyRANK Hyperspectral Satellite Dataset I,https://doi.org/10.5281/zenodo.1222202,CC-BY-4.0,384,1371,495,6,"dataset, hubble"
Jeu Super Open Researcher,https://doi.org/10.5281/zenodo.1409702,CC-BY-NC-4.0,383,450,1674,9,"open, open access"
SSD2 tools for Chemical Contaminants Occurrence Data,https://doi.org/10.5281/zenodo.3339346,CC-BY-4.0,382,641,566,10,"data, social"
"Long-term MODIS LST day-time and night-time temperatures, sd and differences at 1 km based on the 2000–2017 time series",https://doi.org/10.5281/zenodo.1435938,CC-BY-SA-4.0,381,7920,554,11,"time, series"
Related Change Sets and Regression,https://doi.org/10.5281/zenodo.49187,CC0-1.0,379,401,17,1,"files, model files"
City scale particulate matter monitoring using LoRaWAN based air quality IoT devices,https://doi.org/10.5281/zenodo.1698621,CC-BY-4.0,375,473,305,4,"detection, based"
Rohdaten NAWA Spez 2017,https://doi.org/10.25678/0000gg,CC0-1.0,375,588,702,1,"files, model files"
Dataset for ICDAR2017 Competition on Handwritten Text Recognition on the READ Dataset (ICDAR2017 HTR),https://doi.org/10.5281/zenodo.835489,CC-BY-4.0,374,1064,1048,6,"dataset, hubble"
"Vagrant Lives: 14,789 Vagrants Processed by Middlesex County, 1777-1786",https://doi.org/10.5281/zenodo.13103,CC-BY-4.0,372,406,367,1,"files, model files"
URBAN-SED,https://doi.org/10.5281/zenodo.1324404,CC-BY-4.0,372,997,97,1,"files, model files"
Shadow Detection/Texture Segmentation Computer Vision Dataset,https://doi.org/10.5281/zenodo.59019,CC0-1.0,371,589,2907,4,"detection, based"
Systematic PSI processing over Santorini volcano: the 2015 post unrest period,https://doi.org/10.5281/zenodo.833722,CC-BY-4.0,370,735,30,1,"files, model files"
Spanish 3B words Word2Vec Embeddings,https://doi.org/10.5281/zenodo.1410403,CC-BY-SA-4.0,368,595,649,1,"files, model files"
ASV Tables inferred by DADA2 from the TARA Oceans v9 metabarcoding dataset,https://doi.org/10.5281/zenodo.581694,CC-BY-4.0,364,720,631,1,"files, model files"
Training data for 'From peaks to gene' tutorial (Galaxy Training Material),https://doi.org/10.5281/zenodo.1025586,CC-BY-4.0,364,488,8016,8,"training, training material"
Underwater Images,https://doi.org/10.5281/zenodo.2542305,CC-BY-4.0,362,2161,217,1,"files, model files"
Datensatz zu: Fachgesellschaften und Open Access in Deutschland – eine Analyse zur Herausgabe von Zeitschriften,https://doi.org/10.5281/zenodo.3406355,CC0-1.0,361,705,552,9,"open, open access"
Social media data from online discourse on Nigeria's budget,https://doi.org/10.5281/zenodo.11513,CC-BY-4.0,359,374,18,10,"data, social"
Training data for 'Somatic variant calling' tutorial (Galaxy Training Material),https://doi.org/10.5281/zenodo.2582555,CC-BY-4.0,359,1084,5080,8,"training, training material"
MechRNA: prediction of lncRNA mechanisms from RNA-RNA and RNA-protein interactions,https://doi.org/10.5281/zenodo.1115534,CC-BY-4.0,359,909,308,1,"files, model files"
Raw diffraction images of a crystal of thermolysin solved by SAD from data collected by Direct Data Collection (DDC) using the ESRF RoboDiff goniometer,https://doi.org/10.5281/zenodo.50836,CC0-1.0,355,359,14,7,"raw, breast"
"Landslides from Space - Aranayake Landslide, Sri Lanka (17th May 2016)",https://doi.org/10.5281/zenodo.820751,CC-BY-4.0,354,707,116,3,"landslides, 2016"
Transfer of bacteriophages between the fingers of volunteers and water or saliva,https://doi.org/10.25678/000099,CC0-1.0,354,549,1049,1,"files, model files"
URSO: Unreal Rendered Spacecrafts On-Orbit Datasets,https://doi.org/10.5281/zenodo.3279632,CC-BY-4.0,351,2115,438,1,"files, model files"
Dataset for: Multivascular networks and functional intravascular topologies within biocompatible hydrogels,https://doi.org/10.5281/zenodo.2614071,CC-BY-NC-SA-4.0,351,986,1348,6,"dataset, hubble"
Biodiversity Hotspots (version 2016.1),https://doi.org/10.5281/zenodo.3261807,CC-BY-SA-4.0,348,388,1395,3,"landslides, 2016"
MicrobiomeHD: the human gut microbiome in health and disease,https://doi.org/10.5281/zenodo.1146764,CC-BY-NC-4.0,347,1999,1788,1,"files, model files"
PatchCamelyon (PCam),https://doi.org/10.5281/zenodo.1494286,MIT,347,1027,412,1,"files, model files"
Non-Homeric hexameter,https://doi.org/10.5281/zenodo.437896,CC-BY-4.0,346,367,71,0,"database, linear"
"Landslides from Space - Bento Rodrigues Dam Failure, Brazil (5th November 2015)",https://doi.org/10.5281/zenodo.820537,CC-BY-4.0,345,713,63,3,"landslides, 2016"
Bioinformatic Jobs,https://doi.org/10.5281/zenodo.50151,CC0-1.0,345,359,36,1,"files, model files"
Spectra from the SIMP Survey,https://doi.org/10.5281/zenodo.58501,CC0-1.0,344,2902,45,1,"files, model files"
"Landslides from Space - Tonzang Landslide, Myanmar (July 2015)",https://doi.org/10.5281/zenodo.820535,CC-BY-4.0,344,703,31,3,"landslides, 2016"
"Data files and electromagnetic simulation software used in the paper ""Radar evidence of subglacial liquid water on Mars"" By Orosei et al. (2018)",https://doi.org/10.5281/zenodo.1285179,CC-BY-4.0,341,3611,1057,1,"files, model files"
Multi-parmetric MRI prostate images,https://doi.org/10.5281/zenodo.162228,CC-BY-4.0,340,1089,899,1,"files, model files"
A Corpus of Publicly Available Simulink Models for Model-based Empirical Studies,https://doi.org/10.5281/zenodo.1288778,CC-BY-4.0,339,418,166,4,"detection, based"
GNMT inference dataset,https://doi.org/10.5281/zenodo.3437893,Apache-2.0,339,433,20,6,"dataset, hubble"
Oxidation of thin films at the air-water interface of atmospheric aerosol,https://doi.org/10.5281/zenodo.496171,CC-BY-4.0,337,1632,57,1,"files, model files"
globalbioticinteractions/Catalogue-of-Afrotropical-Bees: prepare for publication to zenodo,https://doi.org/10.5281/zenodo.229519,other-open,336,380,16,1,"files, model files"
"Global DEM derivatives at 250 m, 1 km and 2 km based on the MERIT DEM",https://doi.org/10.5281/zenodo.1447210,CC-BY-SA-4.0,336,1432,849,4,"detection, based"
Open access in Africa: scopus citation data,https://doi.org/10.5281/zenodo.1144077,CC-BY-4.0,334,355,53,9,"open, open access"
Hiedelemszövegek Székelyföldről,https://doi.org/10.5281/zenodo.53843,CC0-1.0,334,364,6,1,"files, model files"
GT4HistOCR: Ground Truth for training OCR engines on historical documents in German Fraktur and Early Modern Latin,https://doi.org/10.5281/zenodo.1344132,CC-BY-4.0,333,461,1472,1,"files, model files"
ufo-reports,https://doi.org/10.5281/zenodo.1205624,CC-BY-4.0,332,400,63,1,"files, model files"
MediaEval AcousticBrainz Genre,https://doi.org/10.5281/zenodo.2553414,CC-BY-NC-SA-4.0,332,2284,478,1,"files, model files"
"AA5086 tensile tests with Portevin-Le Chatelier (PLC) effect, complete raw dataset: DIC images, raw output and elements of post-processing",https://doi.org/10.5281/zenodo.1312836,CC-BY-4.0,332,688,724,7,"raw, breast"
Landslides from Space - Amyntaio Lignite Coal Mine Landslide (10th June 2017),https://doi.org/10.5281/zenodo.821031,CC-BY-4.0,331,704,45,3,"landslides, 2016"
Lexicon,https://doi.org/10.5281/zenodo.30989,CC0-1.0,330,360,36,1,"files, model files"
"Landslides from Space - Glacier Bay Landslide, Alaska USA (28th June 2016)",https://doi.org/10.5281/zenodo.820753,CC-BY-4.0,329,689,29,3,"landslides, 2016"
MMETSP re-assemblies,https://doi.org/10.5281/zenodo.1212585,CC-BY-4.0,328,15834,1024,1,"files, model files"
"Landslides from Space - Kumamoto Earthquake-triggered landslide, Japan (15th April 2016)",https://doi.org/10.5281/zenodo.820586,CC-BY-4.0,328,674,27,3,"landslides, 2016"
ROARMAP Open Access Policy data,https://doi.org/10.5281/zenodo.29257,CC0-1.0,328,347,44,9,"open, open access"
RAVDESS Facial Landmark Tracking,https://doi.org/10.5281/zenodo.3255102,CC-BY-NC-SA-4.0,328,1185,1695,1,"files, model files"
Systematic PSI processing over Santorini volcano: the 2012-2013 post unrest period,https://doi.org/10.5281/zenodo.809837,CC-BY-4.0,326,363,42,1,"files, model files"
Mridangam Stroke Dataset,https://doi.org/10.5281/zenodo.1265188,CC-BY-NC-4.0,326,448,391,6,"dataset, hubble"
Data on Direct-to-Consumer Genetic Testing and DNA testing companies,https://doi.org/10.5281/zenodo.1183565,CC-BY-4.0,326,359,255,10,"data, social"
Feedback on the draft implementation guidance of Plan S,https://doi.org/10.5281/zenodo.3254637,CC-BY-4.0,326,2646,451,1,"files, model files"
"database of Chemicals associated with Plastic Packaging (CPPdb), updated Oct 9, 2018",https://doi.org/10.5281/zenodo.1287773,CC-BY-NC-4.0,325,341,1314,1,"files, model files"
globalbioticinteractions/AfricaTreeDatabase: prepare for publication to zenodo,https://doi.org/10.5281/zenodo.229547,other-open,324,327,15,1,"files, model files"
"TUT Sound events 2016, Evaluation dataset",https://doi.org/10.5281/zenodo.996424,other-nc,324,942,470,2,"sound events, events"
globalbioticinteractions/dunne2016SanakNearshore: prepare for publication to zenodo,https://doi.org/10.5281/zenodo.229522,other-open,322,332,2,1,"files, model files"
"Landslides from Space - Kakanj Mine Waste Landslide, Bosnia (24th February 2017)",https://doi.org/10.5281/zenodo.820841,CC-BY-4.0,322,688,28,3,"landslides, 2016"
"RPP- Statistika penyebaran data (mean, median, modus)",https://doi.org/10.5281/zenodo.59694,CC0-1.0,322,344,403,10,"data, social"
"Landslides from Space - Qamea Island Landslides, Fiji (18th December 2016)",https://doi.org/10.5281/zenodo.820783,CC-BY-4.0,322,677,26,3,"landslides, 2016"
GuitarSet,https://doi.org/10.5281/zenodo.3371780,CC-BY-4.0,322,773,571,1,"files, model files"
Dataset of B-mode fatty liver ultrasound images,https://doi.org/10.5281/zenodo.1009146,CC-BY-4.0,321,403,1297,6,"dataset, hubble"
Cone-Beam X-Ray CT Data Collection Designed for Machine Learning: Samples 9-16,https://doi.org/10.5281/zenodo.2686971,CC-BY-4.0,321,3810,211,10,"data, social"
jhammock/Layman-and-Allgeier-Lionfish 1.0,https://doi.org/10.5281/zenodo.232498,other-open,320,336,9,1,"files, model files"
Maize whole plant image dataset,https://doi.org/10.5281/zenodo.1002675,CC-BY-4.0,320,1772,691,6,"dataset, hubble"
"Landslides from Space - Koshe Garbage Landslide, Ethiopia  (11th March 2017)",https://doi.org/10.5281/zenodo.820858,CC-BY-4.0,320,666,42,3,"landslides, 2016"
ICDAR 2015 Competition HTRtS: Handwritten Text Recognition on the tranScriptorium Dataset,https://doi.org/10.5281/zenodo.248733,CC-BY-4.0,318,1958,786,6,"dataset, hubble"
Systematic PSI processing over Santorini volcano: the 2012-2016 post unrest period,https://doi.org/10.5281/zenodo.834173,CC-BY-4.0,318,698,74,3,"landslides, 2016"
Deformed Iron EBSD data set,https://doi.org/10.5281/zenodo.1214829,CC-BY-SA-4.0,318,442,457,10,"data, social"
COHERENT Collaboration data release from the first observation of coherent elastic neutrino-nucleus scattering,https://doi.org/10.5281/zenodo.1228631,CC-BY-4.0,318,586,585,1,"files, model files"
"GEODAR data of snow avalanches at Vallée de la Sionne: Seasons 2010/11, 2011/12, 2012/13 & 2014/15 [Data set]",https://doi.org/10.5281/zenodo.1042108,CC-BY-4.0,317,1751,703,10,"data, social"
Landslides from Space - Volcan Landslide (10th January 2017),https://doi.org/10.5281/zenodo.820819,CC-BY-4.0,316,672,17,3,"landslides, 2016"
globalbioticinteractions/dunne2016SanakIntertidal: prepare for publication to zenodo,https://doi.org/10.5281/zenodo.229521,other-open,316,322,3,1,"files, model files"
"Landslides from Space - Mocoa Debris Flow,  Columbia (1st April 2017)",https://doi.org/10.5281/zenodo.820862,CC-BY-4.0,315,660,19,3,"landslides, 2016"
